Feb-05,tweet_695879589726445568,,
Feb-05,tweet_695879574614360064,,
Feb-05,tweet_695879563495215104,,
Feb-05,tweet_695879549570125824,,
Feb-05,tweet_695879533174587392,,
Feb-05,tweet_695879531643555840,,
Feb-05,tweet_695879516766412800,,
Feb-05,tweet_695879507408982016,,
Feb-05,tweet_695879505752297472,,
Feb-05,tweet_695879486097776640,,
Feb-05,tweet_695879446667116544,,
Feb-05,tweet_695879442003001344,,
Feb-05,tweet_695879427411021826,,
Feb-05,tweet_695879414848946176,,
Feb-05,tweet_695879407974612992,,
Feb-05,tweet_695879398801678336,,
Feb-05,tweet_695879378442522624,,
Feb-05,tweet_695879374076301312,,
Feb-05,tweet_695879361581416449,,
Feb-05,tweet_695879357189980160,,
Feb-05,tweet_695879323530719232,,
Feb-05,tweet_695879311610527744,,
Feb-05,tweet_695879291427356673,,
Feb-05,tweet_695879287572922368,,
Feb-05,tweet_695879286348234752,,
Feb-05,tweet_695879283173126144,,
Feb-05,tweet_695879274868428800,,
Feb-05,tweet_695879260637016064,,
Feb-05,tweet_695879230559821824,,
Feb-05,tweet_695879197974249474,,
Feb-05,tweet_695879182576979968,,
Feb-05,tweet_695879175257907201,,
Feb-05,tweet_695879171864563712,,
Feb-05,tweet_695879151908040705,,
Feb-05,tweet_695879138989592576,,
Feb-05,tweet_695879130982825984,,
Feb-05,tweet_695879127228944388,,
Feb-05,tweet_695879123026124800,,
Feb-05,tweet_695879106760699904,,
Feb-05,tweet_695879105741516800,,
Feb-05,tweet_695879092789506048,,
Feb-05,tweet_695879069183901696,,
Feb-05,tweet_695879051223920640,,
Feb-05,tweet_695879045842599937,,
Feb-05,tweet_695879025345044480,,
Feb-05,tweet_695879017786970112,,
Feb-05,tweet_695878981531234304,,
Feb-05,tweet_695878935251275776,,
Feb-05,tweet_695878896366043137,,
Feb-05,tweet_695878874186588160,,
Feb-05,tweet_695878870889791489,,
Feb-05,tweet_695878867005739008,,
Feb-05,tweet_695878855479975936,,
Feb-05,tweet_695878853911322624,,
Feb-05,tweet_695878842884472832,,
Feb-05,tweet_695878841609404416,,
Feb-05,tweet_695878841340919810,,
Feb-05,tweet_695878835846410240,,
Feb-05,tweet_695878833870893056,,
Feb-05,tweet_695878819052392448,,
Feb-05,tweet_695878818079379456,,
Feb-05,tweet_695878794863906816,,
Feb-05,tweet_695878768058089473,,
Feb-05,tweet_695878757308112896,,
Feb-05,tweet_695878753881321472,,
Feb-05,tweet_695878741071794176,,
Feb-05,tweet_695878732028850176,,
Feb-05,tweet_695878725762678785,,
Feb-05,tweet_695878673761767424,,
Feb-05,tweet_695878664697868288,,
Feb-05,tweet_695878641176211456,,
Feb-05,tweet_695878631688695808,,
Feb-05,tweet_695878608091537408,,
Feb-05,tweet_695878606019362816,,
Feb-05,tweet_695878603117109249,,
Feb-05,tweet_695878588927709184,,
Feb-05,tweet_695878557533343744,,
Feb-05,tweet_695878541817196544,,
Feb-05,tweet_695878515460325376,,
Feb-05,tweet_695878487760961536,,
Feb-05,tweet_695878472380583936,,
Feb-05,tweet_695878450565939200,,
Feb-05,tweet_695878435869220864,,
Feb-05,tweet_695878419800858624,,
Feb-05,tweet_695878411777130496,,
Feb-05,tweet_695878408899837952,,
Feb-05,tweet_695878400012058624,,
Feb-05,tweet_695878398992740352,,
Feb-05,tweet_695878394043621376,,
Feb-05,tweet_695878388502941696,,
Feb-05,tweet_695878388091854848,,
Feb-05,tweet_695878387341066240,,
Feb-05,tweet_695878384270909440,,
Feb-05,tweet_695878382958026752,,
Feb-05,tweet_695878367082635264,,
Feb-05,tweet_695878366981943296,,
Feb-05,tweet_695878351911788544,,
Feb-05,tweet_695878327291285504,,
Feb-05,tweet_695878290679193600,,
Feb-05,tweet_695878283825549312,,
Feb-05,tweet_695878282735153152,,
Feb-05,tweet_695878282026291200,,
Feb-05,tweet_695878280189186048,,
Feb-05,tweet_695878267191091200,,
Feb-05,tweet_695878263504248832,,
Feb-05,tweet_695878255560290304,,
Feb-05,tweet_695878251625971712,,
Feb-05,tweet_695878246899019776,,
Feb-05,tweet_695878244000796673,,
Feb-05,tweet_695878229052289024,,
Feb-05,tweet_695878203613822976,,
Feb-05,tweet_695878193203511296,,
Feb-05,tweet_695878190166708224,,
Feb-05,tweet_695878186731761664,,
Feb-05,tweet_695878186693980160,,
Feb-05,tweet_695878163772149760,,
Feb-05,tweet_695878162027311104,,
Feb-05,tweet_695878159670099968,,
Feb-05,tweet_695878136777539584,,
Feb-05,tweet_695878116863033344,,
Feb-05,tweet_695878112001794048,,
Feb-05,tweet_695878089662930945,,
Feb-05,tweet_695878018577801216,,
Feb-05,tweet_695878018179461120,,
Feb-05,tweet_695878000827568128,,
Feb-05,tweet_695877988651560960,,
Feb-05,tweet_695877941608185857,,
Feb-05,tweet_695877881810067456,,
Feb-05,tweet_695877873626910720,,
Feb-05,tweet_695877873593401345,,
Feb-05,tweet_695877870648844289,,
Feb-05,tweet_695877862843265024,,
Feb-05,tweet_695877859886235648,,
Feb-05,tweet_695877858200264704,,
Feb-05,tweet_695877857298485248,,
Feb-05,tweet_695877847584534528,,
Feb-05,tweet_695877845105647616,,
Feb-05,tweet_695877836868087808,,
Feb-05,tweet_695877836331208705,,
Feb-05,tweet_695877817901441024,,
Feb-05,tweet_695877806375444480,,
Feb-05,tweet_695877803124793345,,
Feb-05,tweet_695877782228901888,,
Feb-05,tweet_695877776163926016,,
Feb-05,tweet_695877770937790464,,
Feb-05,tweet_695877759185235968,,
Feb-05,tweet_695877726461231105,,
Feb-05,tweet_695877718492127232,,
Feb-05,tweet_695877695922692096,,
